Rules qualities:
r1: 0.5536585365853659
r2: 0.5341463414634147
r3: 0.524390243902439
r4: 0.5195121951219512
r5: 0.5195121951219512
r6: 0.5195121951219512
r7: 0.5097560975609756
r8: 0.5073170731707317
r9: 0.5073170731707317
r10: 0.5073170731707317
r11: 0.5048780487804878
r12: 0.5048780487804878
r13: 0.5292682926829269
r14: 0.5292682926829269
r15: 0.526829268292683
r16: 0.5219512195121951
r17: 0.5219512195121951
r18: 0.5170731707317073
r19: 0.5121951219512195
r20: 0.5097560975609756
r21: 0.5121951219512195
r22: 0.5073170731707317
r23: 0.5195121951219512
r24: 0.5097560975609756
r25: 0.5390243902439025
r26: 0.524390243902439
r27: 0.524390243902439
r28: 0.5170731707317073
r29: 0.5121951219512195
r30: 0.5121951219512195
r31: 0.5292682926829269
r32: 0.5414634146341464
r33: 0.5170731707317073
r34: 0.5463414634146342
r35: 0.5292682926829269
r36: 0.5292682926829269
r37: 0.5560975609756098
r38: 0.5121951219512195
r39: 0.5487804878048781
r40: 0.5292682926829269
r41: 0.5195121951219512
r42: 0.526829268292683
r43: 0.5390243902439025
r44: 0.5317073170731708
r45: 0.5439024390243903
r46: 0.5463414634146342
r47: 0.524390243902439
r48: 0.5292682926829269
r49: 0.526829268292683
r50: 0.5634146341463415
r51: 0.551219512195122
r52: 0.5292682926829269
r53: 0.5390243902439025
r54: 0.5414634146341464
r55: 0.5390243902439025
r56: 0.5585365853658537
r57: 0.5146341463414634
r58: 0.5365853658536586
r59: 0.5146341463414634
r60: 0.5585365853658537
r61: 0.5195729537366548
r62: 0.5195729537366548
r63: 0.5106761565836299
r64: 0.5088967971530249
r65: 0.505338078291815
r66: 0.505338078291815
r67: 0.505338078291815
r68: 0.50355871886121
r69: 0.50355871886121
r70: 0.50355871886121
r71: 0.50355871886121
r72: 0.5409252669039146
r73: 0.5836298932384342
r74: 0.5818505338078291
r75: 0.5569395017793595
r76: 0.5533807829181495
r77: 0.5427046263345195
r78: 0.5516014234875445
r79: 0.5409252669039146
r80: 0.5800711743772242
r81: 0.5640569395017794
r82: 0.5569395017793595
r83: 0.5907473309608541
